,alg,partitions,truth,covered,matching,mean_coverage,min_coverage,max_coverage,mean_distance,min_distance,max_distance,f1_score,f1_std,label,,seeds,threshold,min_community_size,density_threshold,affinity_threshold,closeness_threshold,epsilon,min_com_size,d_threshold,cp_threshold,level,k,t_in,alpha,overlap_threshold,min_bel_degree,threshold_bel_degree,weightName,weight,resolution,randomize,initial_membership,weights,node_sizes,resolution_parameter,population,generation,r,head_tail_ratio,weight_threshold,flags
14,Louvain_14,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1337273837273838,0.6,2.0,0.666,0.20313542280951394,crisp,,,,,,,,,,,,,,,,,,,,weight,1.8999999999999997,,,,,,,,,,,
15,Louvain_15,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1337273837273838,0.6,2.0,0.666,0.20313542280951394,crisp,,,,,,,,,,,,,,,,,,,,weight,1.9999999999999996,,,,,,,,,,,
16,Louvain_16,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1337273837273838,0.6,2.0,0.666,0.20313542280951394,crisp,,,,,,,,,,,,,,,,,,,,weight,2.0999999999999996,,,,,,,,,,,
387,pyCombo_15,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1337273837273838,0.6,2.0,0.666,0.20313542280951394,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Louvain_6,8,17,0.47058823529411764,fewer,0.85,0.5,1.0,1.0785943223443224,0.6666666666666666,2.0,0.665,0.14961617559608986,crisp,,,,,,,,,,,,,,,,,,,,weight,1.0999999999999999,,,,,,,,,,,
3,Louvain_3,7,17,0.4117647058823529,fewer,0.9119047619047619,0.5833333333333334,1.0,1.1047218887555021,0.6666666666666666,2.0,0.6622222222222223,0.1764953746814647,crisp,,,,,,,,,,,,,,,,,,,,weight,0.7999999999999999,,,,,,,,,,,
4,Louvain_4,7,17,0.4117647058823529,fewer,0.9119047619047619,0.5833333333333334,1.0,1.1047218887555021,0.6666666666666666,2.0,0.6622222222222223,0.1764953746814647,crisp,,,,,,,,,,,,,,,,,,,,weight,0.8999999999999999,,,,,,,,,,,
375,pyCombo_3,7,17,0.4117647058823529,fewer,0.9119047619047619,0.5833333333333334,1.0,1.1047218887555021,0.6666666666666666,2.0,0.6622222222222223,0.1764953746814647,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,pyCombo_4,7,17,0.4117647058823529,fewer,0.9119047619047619,0.5833333333333334,1.0,1.1047218887555021,0.6666666666666666,2.0,0.6622222222222223,0.1764953746814647,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Louvain_9,11,17,0.6470588235294118,fewer,0.7545454545454545,0.3,1.0,1.115581388308661,0.6,2.0,0.6535714285714285,0.20841603800561792,crisp,,,,,,,,,,,,,,,,,,,,weight,1.4,,,,,,,,,,,
10,Louvain_10,11,17,0.6470588235294118,fewer,0.7545454545454545,0.3,1.0,1.115581388308661,0.6,2.0,0.6535714285714285,0.20841603800561792,crisp,,,,,,,,,,,,,,,,,,,,weight,1.4999999999999998,,,,,,,,,,,
7,Louvain_7,8,17,0.47058823529411764,fewer,0.8604166666666667,0.5,1.0,1.0317193223443224,0.6666666666666666,2.0,0.649,0.14604451376207186,crisp,,,,,,,,,,,,,,,,,,,,weight,1.1999999999999997,,,,,,,,,,,
11,Louvain_11,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1359099234099235,0.6,2.0,0.6487499999999999,0.20805272769180413,crisp,,,,,,,,,,,,,,,,,,,,weight,1.5999999999999996,,,,,,,,,,,
383,pyCombo_11,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1359099234099235,0.6,2.0,0.6487499999999999,0.20805272769180413,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,pyCombo_12,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1359099234099235,0.6,2.0,0.6487499999999999,0.20805272769180413,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,pyCombo_13,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1359099234099235,0.6,2.0,0.6487499999999999,0.20805272769180413,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,pyCombo_14,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1359099234099235,0.6,2.0,0.6487499999999999,0.20805272769180413,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,pyCombo_16,12,17,0.7058823529411765,fewer,0.725,0.3,1.0,1.1359099234099235,0.6,2.0,0.6487499999999999,0.20805272769180413,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,pyCombo_6,8,17,0.47058823529411764,fewer,0.8479166666666667,0.4,1.0,1.0291316526610643,0.6666666666666666,2.0,0.647,0.14656397920362288,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Louvain_17,13,17,0.7647058823529411,fewer,0.6794871794871795,0.3,1.0,1.0738236122851508,0.5454545454545454,2.0,0.645,0.2077859475518015,crisp,,,,,,,,,,,,,,,,,,,,weight,2.1999999999999997,,,,,,,,,,,
389,pyCombo_17,13,17,0.7647058823529411,fewer,0.6794871794871795,0.3,1.0,1.0738236122851508,0.5454545454545454,2.0,0.645,0.2077859475518015,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,pyCombo_18,13,17,0.7647058823529411,fewer,0.6794871794871795,0.3,1.0,1.0738236122851508,0.5454545454545454,2.0,0.645,0.2077859475518015,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,pyCombo_19,13,17,0.7647058823529411,fewer,0.6794871794871795,0.3,1.0,1.0738236122851508,0.5454545454545454,2.0,0.645,0.2077859475518015,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Louvain_18,13,17,0.7647058823529411,fewer,0.6487179487179487,0.3,1.0,1.0642998027613413,0.5454545454545454,2.0,0.64375,0.2020790377550329,crisp,,,,,,,,,,,,,,,,,,,,weight,2.3,,,,,,,,,,,
381,pyCombo_9,11,17,0.6470588235294118,fewer,0.7545454545454545,0.3,1.0,1.1179623406896135,0.6,2.0,0.6359999999999999,0.21215717444071192,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,pyCombo_10,11,17,0.6470588235294118,fewer,0.7545454545454545,0.3,1.0,1.1179623406896135,0.6,2.0,0.6359999999999999,0.21215717444071192,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Louvain_2,20,17,1.1764705882352942,higher,0.5925,0.25,1.0,1.0931854256854256,0.5,2.0,0.6341666666666667,0.2217528028133028,crisp,,,,,,,,,,,,,,,,,,,,weight,0.7,,,,,,,,,,,
380,pyCombo_8,10,17,0.5882352941176471,fewer,0.8,0.4,1.0,1.1385897435897436,0.6666666666666666,2.0,0.6328571428571428,0.20327421913087088,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Louvain_19,13,17,0.7647058823529411,fewer,0.6487179487179487,0.3,1.0,1.0635672020287406,0.5454545454545454,2.0,0.6305882352941177,0.2005425167840034,crisp,,,,,,,,,,,,,,,,,,,,weight,2.3999999999999995,,,,,,,,,,,
392,pyCombo_20,15,17,0.8823529411764706,fewer,0.5955555555555556,0.3,1.0,0.9938073038073038,0.5454545454545454,2.0,0.6100000000000001,0.16519685227025366,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,pyCombo_21,15,17,0.8823529411764706,fewer,0.5955555555555556,0.3,1.0,0.9938073038073038,0.5454545454545454,2.0,0.6100000000000001,0.16519685227025366,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Louvain_8,9,17,0.5294117647058824,fewer,0.8,0.4,1.0,0.9891737891737892,0.6666666666666666,2.0,0.6091666666666667,0.16306738552580716,crisp,,,,,,,,,,,,,,,,,,,,weight,1.2999999999999998,,,,,,,,,,,
20,Louvain_20,14,17,0.8235294117647058,fewer,0.6023809523809524,0.3,1.0,0.9743173493173493,0.5454545454545454,2.0,0.6021052631578948,0.16201296073457636,crisp,,,,,,,,,,,,,,,,,,,,weight,2.4999999999999996,,,,,,,,,,,
21,Louvain_21,14,17,0.8235294117647058,fewer,0.6023809523809524,0.3,1.0,0.9743173493173493,0.5454545454545454,2.0,0.6021052631578948,0.16201296073457636,crisp,,,,,,,,,,,,,,,,,,,,weight,2.5999999999999996,,,,,,,,,,,
0,Louvain_0,21,17,1.2352941176470589,higher,0.5642857142857143,0.25,1.0,1.0450972308115165,0.4444444444444444,2.0,0.5974074074074074,0.22248749598810322,crisp,,,,,,,,,,,,,,,,,,,,weight,0.5,,,,,,,,,,,
1,Louvain_1,21,17,1.2352941176470589,higher,0.5642857142857143,0.25,1.0,1.0450972308115165,0.4444444444444444,2.0,0.5974074074074074,0.22248749598810322,crisp,,,,,,,,,,,,,,,,,,,,weight,0.6,,,,,,,,,,,
372,pyCombo_0,5,17,0.29411764705882354,fewer,1.0,1.0,1.0,0.8874192169386677,0.43478260869565216,1.1428571428571428,0.5971428571428571,0.1415944193527299,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,pyCombo_2,5,17,0.29411764705882354,fewer,1.0,1.0,1.0,0.8874192169386677,0.43478260869565216,1.1428571428571428,0.5971428571428571,0.1415944193527299,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,ga_1,10,17,0.5882352941176471,fewer,0.61,0.2,1.0,0.9410068426197459,0.4,2.0,0.5908333333333333,0.19146184708418776,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,35.0,1.5,,,
23,Louvain_23,15,17,0.8823529411764706,fewer,0.6155555555555555,0.3,1.0,1.0026961926961926,0.5454545454545454,2.0,0.5704347826086957,0.19063915973627438,crisp,,,,,,,,,,,,,,,,,,,,weight,2.7999999999999994,,,,,,,,,,,
24,Louvain_24,15,17,0.8823529411764706,fewer,0.6155555555555555,0.3,1.0,1.0026961926961926,0.5454545454545454,2.0,0.5704347826086957,0.19063915973627438,crisp,,,,,,,,,,,,,,,,,,,,weight,2.8999999999999995,,,,,,,,,,,
395,pyCombo_23,15,17,0.8823529411764706,fewer,0.6155555555555555,0.3,1.0,1.0026961926961926,0.5454545454545454,2.0,0.5704347826086957,0.19063915973627438,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,pyCombo_24,15,17,0.8823529411764706,fewer,0.6155555555555555,0.3,1.0,1.0026961926961926,0.5454545454545454,2.0,0.5704347826086957,0.19063915973627438,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,pyCombo_26,15,17,0.8823529411764706,fewer,0.6155555555555555,0.3,1.0,1.0026961926961926,0.5454545454545454,2.0,0.5704347826086957,0.19063915973627438,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Louvain_59,19,17,1.1176470588235294,higher,0.5535087719298246,0.1,1.0,1.0110047846889951,0.2,2.0,0.5651851851851851,0.23613195260231198,crisp,,,,,,,,,,,,,,,,,,,,weight,6.399999999999999,,,,,,,,,,,
394,pyCombo_22,16,17,0.9411764705882353,fewer,0.5645833333333333,0.1,1.0,0.9566943473193473,0.2,2.0,0.5560869565217391,0.21632783355129806,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Louvain_25,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,2.9999999999999996,,,,,,,,,,,
26,Louvain_26,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.0999999999999996,,,,,,,,,,,
27,Louvain_27,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.1999999999999993,,,,,,,,,,,
28,Louvain_28,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.2999999999999994,,,,,,,,,,,
29,Louvain_29,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.3999999999999995,,,,,,,,,,,
30,Louvain_30,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.499999999999999,,,,,,,,,,,
31,Louvain_31,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.599999999999999,,,,,,,,,,,
32,Louvain_32,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.6999999999999993,,,,,,,,,,,
33,Louvain_33,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.7999999999999994,,,,,,,,,,,
34,Louvain_34,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.8999999999999995,,,,,,,,,,,
35,Louvain_35,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,3.999999999999999,,,,,,,,,,,
37,Louvain_37,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,weight,4.199999999999999,,,,,,,,,,,
397,pyCombo_25,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,pyCombo_27,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,pyCombo_28,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,pyCombo_29,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,pyCombo_30,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,pyCombo_31,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,pyCombo_32,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,pyCombo_33,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,pyCombo_34,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,pyCombo_35,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,pyCombo_36,16,17,0.9411764705882353,fewer,0.5833333333333334,0.3,1.0,0.9607007575757576,0.5,2.0,0.5508000000000001,0.19141410606326797,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Louvain_22,15,17,0.8823529411764706,fewer,0.5688888888888889,0.1,1.0,0.936029526029526,0.2,2.0,0.5468181818181818,0.2142086146225506,crisp,,,,,,,,,,,,,,,,,,,,weight,2.6999999999999993,,,,,,,,,,,
48,Louvain_48,17,17,1.0,match,0.553921568627451,0.3,1.0,0.9172014260249555,0.5,2.0,0.5438461538461539,0.17464418603542556,crisp,,,,,,,,,,,,,,,,,,,,weight,5.299999999999999,,,,,,,,,,,
49,Louvain_49,17,17,1.0,match,0.553921568627451,0.3,1.0,0.9172014260249555,0.5,2.0,0.5438461538461539,0.17464418603542556,crisp,,,,,,,,,,,,,,,,,,,,weight,5.399999999999999,,,,,,,,,,,
50,Louvain_50,17,17,1.0,match,0.553921568627451,0.3,1.0,0.9172014260249555,0.5,2.0,0.5438461538461539,0.17464418603542556,crisp,,,,,,,,,,,,,,,,,,,,weight,5.499999999999999,,,,,,,,,,,
52,Louvain_52,17,17,1.0,match,0.553921568627451,0.3,1.0,0.9172014260249555,0.5,2.0,0.5438461538461539,0.17464418603542556,crisp,,,,,,,,,,,,,,,,,,,,weight,5.699999999999999,,,,,,,,,,,
53,Louvain_53,18,17,1.0588235294117647,higher,0.5342592592592592,0.2,1.0,0.9255050505050505,0.4,2.0,0.5433333333333333,0.19063247556683707,crisp,,,,,,,,,,,,,,,,,,,,weight,5.799999999999999,,,,,,,,,,,
57,Louvain_57,18,17,1.0588235294117647,higher,0.5342592592592592,0.2,1.0,0.9255050505050505,0.4,2.0,0.5433333333333333,0.19063247556683707,crisp,,,,,,,,,,,,,,,,,,,,weight,6.199999999999998,,,,,,,,,,,
338,Girvan Newman_0,2,17,0.11764705882352941,fewer,0.8125,0.625,1.0,0.6579352850539291,0.4067796610169492,0.9090909090909091,0.5425,0.11755317945508746,crisp,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,Louvain_51,18,17,1.0588235294117647,higher,0.5231481481481481,0.3,1.0,0.8847643097643098,0.5,2.0,0.5411538461538462,0.165792431001885,crisp,,,,,,,,,,,,,,,,,,,,weight,5.599999999999999,,,,,,,,,,,
54,Louvain_54,19,17,1.1176470588235294,higher,0.506140350877193,0.2,1.0,0.8943381180223285,0.4,2.0,0.5407407407407407,0.18285646923254328,crisp,,,,,,,,,,,,,,,,,,,,weight,5.899999999999999,,,,,,,,,,,
55,Louvain_55,19,17,1.1176470588235294,higher,0.506140350877193,0.2,1.0,0.8943381180223285,0.4,2.0,0.5407407407407407,0.18285646923254328,crisp,,,,,,,,,,,,,,,,,,,,weight,5.999999999999999,,,,,,,,,,,
56,Louvain_56,19,17,1.1176470588235294,higher,0.506140350877193,0.2,1.0,0.8943381180223285,0.4,2.0,0.5407407407407407,0.18285646923254328,crisp,,,,,,,,,,,,,,,,,,,,weight,6.099999999999999,,,,,,,,,,,
36,Louvain_36,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.1,,,,,,,,,,,
38,Louvain_38,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.299999999999999,,,,,,,,,,,
39,Louvain_39,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.399999999999999,,,,,,,,,,,
40,Louvain_40,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.499999999999999,,,,,,,,,,,
41,Louvain_41,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.599999999999999,,,,,,,,,,,
42,Louvain_42,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.699999999999999,,,,,,,,,,,
43,Louvain_43,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.799999999999999,,,,,,,,,,,
44,Louvain_44,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.899999999999999,,,,,,,,,,,
45,Louvain_45,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,4.999999999999999,,,,,,,,,,,
46,Louvain_46,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,5.099999999999999,,,,,,,,,,,
47,Louvain_47,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,weight,5.199999999999999,,,,,,,,,,,
409,pyCombo_37,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,pyCombo_38,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,pyCombo_39,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,pyCombo_40,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,pyCombo_41,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,pyCombo_42,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,pyCombo_43,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,pyCombo_44,17,17,1.0,match,0.5490196078431373,0.3,1.0,0.9041889483065954,0.5,2.0,0.5392307692307692,0.17521246612048946,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Louvain_58,19,17,1.1176470588235294,higher,0.5114035087719299,0.1,1.0,0.922408293460925,0.2,2.0,0.5366666666666666,0.22425184255405547,crisp,,,,,,,,,,,,,,,,,,,,weight,6.299999999999999,,,,,,,,,,,
60,Louvain_60,19,17,1.1176470588235294,higher,0.5114035087719299,0.1,1.0,0.922408293460925,0.2,2.0,0.5366666666666666,0.22425184255405547,crisp,,,,,,,,,,,,,,,,,,,,weight,6.499999999999998,,,,,,,,,,,
61,Louvain_61,19,17,1.1176470588235294,higher,0.5114035087719299,0.1,1.0,0.922408293460925,0.2,2.0,0.5366666666666666,0.22425184255405547,crisp,,,,,,,,,,,,,,,,,,,,weight,6.599999999999999,,,,,,,,,,,
337,ga_3,13,17,0.7647058823529411,fewer,0.5608974358974359,0.2,1.0,0.7814924206228554,0.4,2.0,0.5323529411764706,0.167841991933054,crisp,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,35.0,1.5,,,
