,concept:name,org:resource,time:timestamp,Activity,Resource,lifecycle:transition,eventId,case:concept:name,case:traceId
1068,go_shoe_shelf,0,2020-03-16 08:14:00+00:00,go_shoe_shelf,0,complete,46,work_BP,3
1069,go_shoe_shelf,0,2020-03-16 08:15:00+00:00,go_shoe_shelf,0,complete,47,work_BP,3
1070,dress_up_outdoor,0,2020-03-16 08:15:00+00:00,dress_up_outdoor,0,start,48,work_BP,3
1071,dress_up_outdoor,0,2020-03-16 08:20:00+00:00,dress_up_outdoor,0,complete,50,work_BP,3
1072,go_workplace,0,2020-03-16 08:20:00+00:00,go_workplace,0,complete,51,work_BP,3
1073,work,0,2020-03-16 08:20:00+00:00,work,0,start,52,work_BP,3
1074,work,0,2020-03-16 18:21:00+00:00,work,0,complete,54,work_BP,3
1075,go_shoe_shelf,0,2020-03-16 18:21:00+00:00,go_shoe_shelf,0,complete,55,work_BP,3
1076,dress_down_outdoor,0,2020-03-16 18:21:00+00:00,dress_down_outdoor,0,start,56,work_BP,3
1077,dress_down_outdoor,0,2020-03-16 18:27:00+00:00,dress_down_outdoor,0,complete,58,work_BP,3
1078,go_wardrobe,0,2020-03-16 18:27:00+00:00,go_wardrobe,0,complete,59,work_BP,3
1079,change_clothes,0,2020-03-16 18:27:00+00:00,change_clothes,0,start,60,work_BP,3
1080,change_clothes,0,2020-03-16 18:31:00+00:00,change_clothes,0,complete,62,work_BP,3
1081,finish_walk,0,2020-03-16 18:31:00+00:00,finish_walk,0,start,63,work_BP,3
1082,finish_walk,0,2020-03-16 18:31:00+00:00,finish_walk,0,complete,65,work_BP,3
261,go_kitchen_shelf,0,2020-03-16 18:31:00+00:00,go_kitchen_shelf,0,complete,66,drink,1
262,go_kitchen_shelf,0,2020-03-16 18:32:00+00:00,go_kitchen_shelf,0,complete,67,drink,1
263,get_glass,0,2020-03-16 18:32:00+00:00,get_glass,0,start,68,drink,1
264,get_glass,0,2020-03-16 18:32:00+00:00,get_glass,0,complete,70,drink,1
265,go_kitchen_sink,0,2020-03-16 18:32:00+00:00,go_kitchen_sink,0,complete,71,drink,1
266,get_water,0,2020-03-16 18:32:00+00:00,get_water,0,start,72,drink,1
267,get_water,0,2020-03-16 18:32:00+00:00,get_water,0,complete,74,drink,1
268,drink_water,0,2020-03-16 18:32:00+00:00,drink_water,0,start,75,drink,1
269,drink_water,0,2020-03-16 18:43:00+00:00,drink_water,0,complete,77,drink,1
1335,go_computer,0,2020-03-16 18:43:00+00:00,go_computer,0,complete,78,use_computer,5
1336,switch_computer_on,0,2020-03-16 18:43:00+00:00,switch_computer_on,0,start,79,use_computer,5
1337,switch_computer_on,0,2020-03-16 18:43:00+00:00,switch_computer_on,0,complete,81,use_computer,5
1338,go_computer_chair,0,2020-03-16 18:43:00+00:00,go_computer_chair,0,complete,82,use_computer,5
1339,use_the_computer,0,2020-03-16 18:43:00+00:00,use_the_computer,0,start,83,use_computer,5
1340,use_the_computer,0,2020-03-16 20:35:00+00:00,use_the_computer,0,complete,85,use_computer,5
1341,go_computer,0,2020-03-16 20:35:00+00:00,go_computer,0,complete,86,use_computer,5
1342,switch_computer_off,0,2020-03-16 20:35:00+00:00,switch_computer_off,0,start,87,use_computer,5
1343,switch_computer_off,0,2020-03-16 20:35:00+00:00,switch_computer_off,0,complete,89,use_computer,5
1591,go_entrace,0,2020-03-16 20:35:00+00:00,go_entrace,0,complete,90,someone_at_entrace,6
1592,go_entrace,0,2020-03-16 20:36:00+00:00,go_entrace,0,complete,91,someone_at_entrace,6
1593,interact_with_man,0,2020-03-16 20:36:00+00:00,interact_with_man,0,start,92,someone_at_entrace,6
1594,interact_with_man,0,2020-03-16 20:39:00+00:00,interact_with_man,0,complete,94,someone_at_entrace,6
1655,go_bathroom_sink,0,2020-03-16 20:39:00+00:00,go_bathroom_sink,0,complete,95,cook_and_eat_BP,7
1656,wash_hands,0,2020-03-16 20:39:00+00:00,wash_hands,0,start,96,cook_and_eat_BP,7
1657,wash_hands,0,2020-03-16 20:39:00+00:00,wash_hands,0,complete,97,cook_and_eat_BP,7
1658,go_fridge,0,2020-03-16 20:39:00+00:00,go_fridge,0,complete,98,cook_and_eat_BP,7
1660,get_food_from_fridge,0,2020-03-16 20:40:00+00:00,get_food_from_fridge,0,start,100,cook_and_eat_BP,7
1659,go_fridge,0,2020-03-16 20:40:00+00:00,go_fridge,0,complete,99,cook_and_eat_BP,7
1661,get_food_from_fridge,0,2020-03-16 20:41:00+00:00,get_food_from_fridge,0,complete,102,cook_and_eat_BP,7
1662,go_kitchen_shelf,0,2020-03-16 20:41:00+00:00,go_kitchen_shelf,0,complete,103,cook_and_eat_BP,7
1663,get_bread,0,2020-03-16 20:41:00+00:00,get_bread,0,start,104,cook_and_eat_BP,7
1664,get_bread,0,2020-03-16 20:42:00+00:00,get_bread,0,complete,106,cook_and_eat_BP,7
1665,go_dining_table,0,2020-03-16 20:42:00+00:00,go_dining_table,0,complete,107,cook_and_eat_BP,7
1666,eat_cold_meal,0,2020-03-16 20:42:00+00:00,eat_cold_meal,0,start,108,cook_and_eat_BP,7
270,go_kitchen_shelf,0,2020-03-16 21:30:00+00:00,go_kitchen_shelf,0,complete,110,drink,1
271,get_glass,0,2020-03-16 21:30:00+00:00,get_glass,0,start,111,drink,1
272,get_glass,0,2020-03-16 21:30:00+00:00,get_glass,0,complete,113,drink,1
273,go_kitchen_sink,0,2020-03-16 21:30:00+00:00,go_kitchen_sink,0,complete,114,drink,1
274,get_water,0,2020-03-16 21:30:00+00:00,get_water,0,start,115,drink,1
275,get_water,0,2020-03-16 21:30:00+00:00,get_water,0,complete,117,drink,1
276,drink_water,0,2020-03-16 21:30:00+00:00,drink_water,0,start,118,drink,1
277,drink_water,0,2020-03-16 21:34:00+00:00,drink_water,0,complete,120,drink,1
1667,go_dining_table,0,2020-03-16 21:34:00+00:00,go_dining_table,0,complete,121,cook_and_eat_BP,7
1668,eat_cold_meal,0,2020-03-16 21:59:00+00:00,eat_cold_meal,0,complete,123,cook_and_eat_BP,7
1669,go_kitchen_sink,0,2020-03-16 21:59:00+00:00,go_kitchen_sink,0,complete,124,cook_and_eat_BP,7
1670,put_plate_to_sink,0,2020-03-16 21:59:00+00:00,put_plate_to_sink,0,start,125,cook_and_eat_BP,7
1671,put_plate_to_sink,0,2020-03-16 21:59:00+00:00,put_plate_to_sink,0,complete,127,cook_and_eat_BP,7
1056,go_book_shelf,0,2020-03-16 21:59:00+00:00,go_book_shelf,0,complete,128,housekeeping_BP,2
1057,go_book_shelf,0,2020-03-16 22:00:00+00:00,go_book_shelf,0,complete,129,housekeeping_BP,2
1058,clean,0,2020-03-16 22:13:00+00:00,clean,0,complete,131,housekeeping_BP,2
1059,go_wardrobe,0,2020-03-16 22:13:00+00:00,go_wardrobe,0,complete,132,housekeeping_BP,2
1060,go_wardrobe,0,2020-03-16 22:14:00+00:00,go_wardrobe,0,complete,133,housekeeping_BP,2
1061,clean,0,2020-03-16 22:14:00+00:00,clean,0,start,134,housekeeping_BP,2
2099,go_wc,0,2020-03-16 22:28:00+00:00,go_wc,0,complete,136,wc,9
2100,wc_do,0,2020-03-16 22:28:00+00:00,wc_do,0,start,137,wc,9
2101,wc_do,0,2020-03-16 22:32:00+00:00,wc_do,0,complete,139,wc,9
2102,wc_flush,0,2020-03-16 22:32:00+00:00,wc_flush,0,start,140,wc,9
2103,wc_flush,0,2020-03-16 22:32:00+00:00,wc_flush,0,complete,142,wc,9
2104,go_bathroom_sink,0,2020-03-16 22:32:00+00:00,go_bathroom_sink,0,complete,143,wc,9
2105,wash_hands,0,2020-03-16 22:32:00+00:00,wash_hands,0,start,144,wc,9
2106,wash_hands,0,2020-03-16 22:32:00+00:00,wash_hands,0,complete,145,wc,9
278,go_kitchen_shelf,0,2020-03-16 22:32:00+00:00,go_kitchen_shelf,0,complete,146,drink,1
279,go_kitchen_shelf,0,2020-03-16 22:33:00+00:00,go_kitchen_shelf,0,complete,147,drink,1
280,get_glass,0,2020-03-16 22:33:00+00:00,get_glass,0,start,148,drink,1
281,get_glass,0,2020-03-16 22:33:00+00:00,get_glass,0,complete,150,drink,1
282,go_kitchen_sink,0,2020-03-16 22:33:00+00:00,go_kitchen_sink,0,complete,151,drink,1
283,get_water,0,2020-03-16 22:33:00+00:00,get_water,0,start,152,drink,1
284,get_water,0,2020-03-16 22:33:00+00:00,get_water,0,complete,154,drink,1
285,drink_water,0,2020-03-16 22:33:00+00:00,drink_water,0,start,155,drink,1
286,drink_water,0,2020-03-16 22:34:00+00:00,drink_water,0,complete,157,drink,1
1062,go_wardrobe,0,2020-03-16 22:34:00+00:00,go_wardrobe,0,complete,158,housekeeping_BP,2
1063,go_wardrobe,0,2020-03-16 22:35:00+00:00,go_wardrobe,0,complete,159,housekeeping_BP,2
1064,clean,0,2020-03-16 22:42:00+00:00,clean,0,complete,161,housekeeping_BP,2
2535,go_chair,0,2020-03-16 22:42:00+00:00,go_chair,0,complete,162,relax_BP,11
2536,rest_in_chair,0,2020-03-16 22:42:00+00:00,rest_in_chair,0,start,163,relax_BP,11
2537,rest_in_chair,0,2020-03-16 23:05:00+00:00,rest_in_chair,0,complete,165,relax_BP,11
2538,go_chair,0,2020-03-16 23:05:00+00:00,go_chair,0,complete,166,relax_BP,11
2539,rest_in_chair,0,2020-03-16 23:05:00+00:00,rest_in_chair,0,start,167,relax_BP,11
2540,rest_in_chair,0,2020-03-16 23:28:00+00:00,rest_in_chair,0,complete,168,relax_BP,11
2541,go_chair,0,2020-03-16 23:28:00+00:00,go_chair,0,complete,169,relax_BP,11
2542,rest_in_chair,0,2020-03-16 23:28:00+00:00,rest_in_chair,0,start,170,relax_BP,11
2543,rest_in_chair,0,2020-03-16 23:50:00+00:00,rest_in_chair,0,complete,171,relax_BP,11
18,go_wardrobe,0,2020-03-16 23:50:00+00:00,go_wardrobe,0,complete,172,sleeping_BP,0
19,go_wardrobe,0,2020-03-16 23:51:00+00:00,go_wardrobe,0,complete,173,sleeping_BP,0
20,get_clothes,0,2020-03-16 23:51:00+00:00,get_clothes,0,start,174,sleeping_BP,0
21,get_clothes,0,2020-03-16 23:52:00+00:00,get_clothes,0,complete,176,sleeping_BP,0
22,change_clothes,0,2020-03-16 23:52:00+00:00,change_clothes,0,start,177,sleeping_BP,0
23,change_clothes,0,2020-03-16 23:55:00+00:00,change_clothes,0,complete,178,sleeping_BP,0
24,go_bathtub,0,2020-03-16 23:55:00+00:00,go_bathtub,0,complete,179,sleeping_BP,0
25,go_bathtub,0,2020-03-16 23:56:00+00:00,go_bathtub,0,complete,180,sleeping_BP,0
26,have_bath,0,2020-03-16 23:56:00+00:00,have_bath,0,start,181,sleeping_BP,0
27,have_bath,0,2020-03-17 00:22:00+00:00,have_bath,0,complete,183,sleeping_BP,0
28,go_bathroom_sink,0,2020-03-17 00:22:00+00:00,go_bathroom_sink,0,complete,184,sleeping_BP,0
29,brush_teeth,0,2020-03-17 00:22:00+00:00,brush_teeth,0,start,185,sleeping_BP,0
30,brush_teeth,0,2020-03-17 00:28:00+00:00,brush_teeth,0,complete,187,sleeping_BP,0
31,go_bed,0,2020-03-17 00:28:00+00:00,go_bed,0,complete,188,sleeping_BP,0
32,sleep_in_bed,0,2020-03-17 00:28:00+00:00,sleep_in_bed,0,start,189,sleeping_BP,0
2107,go_wc,0,2020-03-17 04:03:00+00:00,go_wc,0,complete,191,wc,9
2108,wc_do,0,2020-03-17 04:03:00+00:00,wc_do,0,start,192,wc,9
2109,wc_do,0,2020-03-17 04:11:00+00:00,wc_do,0,complete,194,wc,9
2110,wc_flush,0,2020-03-17 04:11:00+00:00,wc_flush,0,start,195,wc,9
2111,wc_flush,0,2020-03-17 04:11:00+00:00,wc_flush,0,complete,197,wc,9
2112,go_bathroom_sink,0,2020-03-17 04:11:00+00:00,go_bathroom_sink,0,complete,198,wc,9
2113,wash_hands,0,2020-03-17 04:11:00+00:00,wash_hands,0,start,199,wc,9
2114,wash_hands,0,2020-03-17 04:11:00+00:00,wash_hands,0,complete,200,wc,9
33,go_bed,0,2020-03-17 04:11:00+00:00,go_bed,0,complete,201,sleeping_BP,0
34,go_bed,0,2020-03-17 04:12:00+00:00,go_bed,0,complete,202,sleeping_BP,0
1083,go_wardrobe,0,2020-03-17 08:17:00+00:00,go_wardrobe,0,complete,204,work_BP,3
1084,change_clothes,0,2020-03-17 08:17:00+00:00,change_clothes,0,start,205,work_BP,3
1085,change_clothes,0,2020-03-17 08:21:00+00:00,change_clothes,0,complete,207,work_BP,3
1086,go_shoe_shelf,0,2020-03-17 08:21:00+00:00,go_shoe_shelf,0,complete,208,work_BP,3
1087,dress_up_outdoor,0,2020-03-17 08:21:00+00:00,dress_up_outdoor,0,start,209,work_BP,3
1088,dress_up_outdoor,0,2020-03-17 08:26:00+00:00,dress_up_outdoor,0,complete,211,work_BP,3
1089,go_workplace,0,2020-03-17 08:26:00+00:00,go_workplace,0,complete,212,work_BP,3
1090,go_workplace,0,2020-03-17 08:27:00+00:00,go_workplace,0,complete,213,work_BP,3
1091,work,0,2020-03-17 08:27:00+00:00,work,0,start,214,work_BP,3
1092,work,0,2020-03-17 18:28:00+00:00,work,0,complete,216,work_BP,3
1093,go_shoe_shelf,0,2020-03-17 18:28:00+00:00,go_shoe_shelf,0,complete,217,work_BP,3
1094,dress_down_outdoor,0,2020-03-17 18:28:00+00:00,dress_down_outdoor,0,start,218,work_BP,3
1095,dress_down_outdoor,0,2020-03-17 18:34:00+00:00,dress_down_outdoor,0,complete,220,work_BP,3
1096,go_wardrobe,0,2020-03-17 18:34:00+00:00,go_wardrobe,0,complete,221,work_BP,3
1097,change_clothes,0,2020-03-17 18:34:00+00:00,change_clothes,0,start,222,work_BP,3
1098,change_clothes,0,2020-03-17 18:39:00+00:00,change_clothes,0,complete,224,work_BP,3
1099,finish_walk,0,2020-03-17 18:39:00+00:00,finish_walk,0,start,225,work_BP,3
1100,finish_walk,0,2020-03-17 18:39:00+00:00,finish_walk,0,complete,227,work_BP,3
287,go_kitchen_shelf,0,2020-03-17 18:39:00+00:00,go_kitchen_shelf,0,complete,228,drink,1
288,get_glass,0,2020-03-17 18:39:00+00:00,get_glass,0,start,229,drink,1
289,get_glass,0,2020-03-17 18:39:00+00:00,get_glass,0,complete,231,drink,1
290,go_kitchen_sink,0,2020-03-17 18:39:00+00:00,go_kitchen_sink,0,complete,232,drink,1
291,get_water,0,2020-03-17 18:39:00+00:00,get_water,0,start,233,drink,1
292,get_water,0,2020-03-17 18:39:00+00:00,get_water,0,complete,235,drink,1
293,drink_water,0,2020-03-17 18:39:00+00:00,drink_water,0,start,236,drink,1
294,drink_water,0,2020-03-17 18:52:00+00:00,drink_water,0,complete,238,drink,1
1344,go_computer,0,2020-03-17 18:52:00+00:00,go_computer,0,complete,239,use_computer,5
1345,switch_computer_on,0,2020-03-17 18:52:00+00:00,switch_computer_on,0,start,240,use_computer,5
1346,switch_computer_on,0,2020-03-17 18:52:00+00:00,switch_computer_on,0,complete,242,use_computer,5
1347,go_computer_chair,0,2020-03-17 18:52:00+00:00,go_computer_chair,0,complete,243,use_computer,5
1348,use_the_computer,0,2020-03-17 18:52:00+00:00,use_the_computer,0,start,244,use_computer,5
1349,use_the_computer,0,2020-03-17 20:50:00+00:00,use_the_computer,0,complete,246,use_computer,5
1350,go_computer,0,2020-03-17 20:50:00+00:00,go_computer,0,complete,247,use_computer,5
1351,switch_computer_off,0,2020-03-17 20:50:00+00:00,switch_computer_off,0,start,248,use_computer,5
1352,switch_computer_off,0,2020-03-17 20:50:00+00:00,switch_computer_off,0,complete,250,use_computer,5
1672,go_bathroom_sink,0,2020-03-17 20:50:00+00:00,go_bathroom_sink,0,complete,251,cook_and_eat_BP,7
1673,wash_hands,0,2020-03-17 20:50:00+00:00,wash_hands,0,start,252,cook_and_eat_BP,7
1674,wash_hands,0,2020-03-17 20:50:00+00:00,wash_hands,0,complete,253,cook_and_eat_BP,7
1675,go_fridge,0,2020-03-17 20:50:00+00:00,go_fridge,0,complete,254,cook_and_eat_BP,7
1676,go_fridge,0,2020-03-17 20:51:00+00:00,go_fridge,0,complete,255,cook_and_eat_BP,7
1677,get_food_from_fridge,0,2020-03-17 20:51:00+00:00,get_food_from_fridge,0,start,256,cook_and_eat_BP,7
1678,get_food_from_fridge,0,2020-03-17 20:52:00+00:00,get_food_from_fridge,0,complete,258,cook_and_eat_BP,7
1679,go_kitchen_shelf,0,2020-03-17 20:52:00+00:00,go_kitchen_shelf,0,complete,259,cook_and_eat_BP,7
1680,get_bread,0,2020-03-17 20:52:00+00:00,get_bread,0,start,260,cook_and_eat_BP,7
1681,get_bread,0,2020-03-17 20:53:00+00:00,get_bread,0,complete,262,cook_and_eat_BP,7
1682,go_dining_table,0,2020-03-17 20:53:00+00:00,go_dining_table,0,complete,263,cook_and_eat_BP,7
1683,eat_cold_meal,0,2020-03-17 20:53:00+00:00,eat_cold_meal,0,start,264,cook_and_eat_BP,7
295,go_kitchen_shelf,0,2020-03-17 21:45:00+00:00,go_kitchen_shelf,0,complete,266,drink,1
296,get_glass,0,2020-03-17 21:45:00+00:00,get_glass,0,start,267,drink,1
297,get_glass,0,2020-03-17 21:45:00+00:00,get_glass,0,complete,269,drink,1
298,go_kitchen_sink,0,2020-03-17 21:45:00+00:00,go_kitchen_sink,0,complete,270,drink,1
299,get_water,0,2020-03-17 21:45:00+00:00,get_water,0,start,271,drink,1
300,get_water,0,2020-03-17 21:45:00+00:00,get_water,0,complete,273,drink,1
301,drink_water,0,2020-03-17 21:45:00+00:00,drink_water,0,start,274,drink,1
302,drink_water,0,2020-03-17 21:49:00+00:00,drink_water,0,complete,276,drink,1
1684,go_dining_table,0,2020-03-17 21:49:00+00:00,go_dining_table,0,complete,277,cook_and_eat_BP,7
35,go_bed,0,2020-03-17 22:18:00+00:00,go_bed,0,complete,279,sleeping_BP,0
2115,go_wc,0,2020-03-18 01:08:00+00:00,go_wc,0,complete,281,wc,9
2116,wc_do,0,2020-03-18 01:08:00+00:00,wc_do,0,start,282,wc,9
2117,wc_do,0,2020-03-18 01:17:00+00:00,wc_do,0,complete,284,wc,9
2118,wc_flush,0,2020-03-18 01:17:00+00:00,wc_flush,0,start,285,wc,9
2119,wc_flush,0,2020-03-18 01:17:00+00:00,wc_flush,0,complete,287,wc,9
2120,go_bathroom_sink,0,2020-03-18 01:17:00+00:00,go_bathroom_sink,0,complete,288,wc,9
2121,wash_hands,0,2020-03-18 01:17:00+00:00,wash_hands,0,start,289,wc,9
2122,wash_hands,0,2020-03-18 01:17:00+00:00,wash_hands,0,complete,290,wc,9
1595,go_entrace,0,2020-03-18 01:17:00+00:00,go_entrace,0,complete,291,someone_at_entrace,6
1596,go_entrace,0,2020-03-18 01:18:00+00:00,go_entrace,0,complete,292,someone_at_entrace,6
1597,interact_with_man,0,2020-03-18 01:18:00+00:00,interact_with_man,0,start,293,someone_at_entrace,6
1598,interact_with_man,0,2020-03-18 01:21:00+00:00,interact_with_man,0,complete,295,someone_at_entrace,6
36,go_bed,0,2020-03-18 01:21:00+00:00,go_bed,0,complete,296,sleeping_BP,0
37,go_bed,0,2020-03-18 01:22:00+00:00,go_bed,0,complete,297,sleeping_BP,0
38,sleep_in_bed,0,2020-03-18 02:16:00+00:00,sleep_in_bed,0,complete,299,sleeping_BP,0
39,go_wardrobe,0,2020-03-18 02:16:00+00:00,go_wardrobe,0,complete,300,sleeping_BP,0
40,go_wardrobe,0,2020-03-18 02:17:00+00:00,go_wardrobe,0,complete,301,sleeping_BP,0
41,change_clothes,0,2020-03-18 02:17:00+00:00,change_clothes,0,start,302,sleeping_BP,0
42,change_clothes,0,2020-03-18 02:21:00+00:00,change_clothes,0,complete,304,sleeping_BP,0
1685,go_dining_table,0,2020-03-18 02:21:00+00:00,go_dining_table,0,complete,305,cook_and_eat_BP,7
1686,eat_cold_meal,0,2020-03-18 02:27:00+00:00,eat_cold_meal,0,complete,307,cook_and_eat_BP,7
1687,go_kitchen_sink,0,2020-03-18 02:27:00+00:00,go_kitchen_sink,0,complete,308,cook_and_eat_BP,7
1688,put_plate_to_sink,0,2020-03-18 02:27:00+00:00,put_plate_to_sink,0,start,309,cook_and_eat_BP,7
1689,put_plate_to_sink,0,2020-03-18 02:27:00+00:00,put_plate_to_sink,0,complete,311,cook_and_eat_BP,7
303,go_kitchen_shelf,0,2020-03-18 02:27:00+00:00,go_kitchen_shelf,0,complete,312,drink,1
304,get_glass,0,2020-03-18 02:27:00+00:00,get_glass,0,start,313,drink,1
305,get_glass,0,2020-03-18 02:28:00+00:00,get_glass,0,complete,315,drink,1
306,go_kitchen_sink,0,2020-03-18 02:28:00+00:00,go_kitchen_sink,0,complete,316,drink,1
307,get_water,0,2020-03-18 02:28:00+00:00,get_water,0,start,317,drink,1
308,get_water,0,2020-03-18 02:28:00+00:00,get_water,0,complete,319,drink,1
309,drink_water,0,2020-03-18 02:28:00+00:00,drink_water,0,start,320,drink,1
310,drink_water,0,2020-03-18 02:29:00+00:00,drink_water,0,complete,322,drink,1
2544,go_chair,0,2020-03-18 02:29:00+00:00,go_chair,0,complete,323,relax_BP,11
2545,go_chair,0,2020-03-18 02:30:00+00:00,go_chair,0,complete,324,relax_BP,11
2546,rest_in_chair,0,2020-03-18 02:30:00+00:00,rest_in_chair,0,start,325,relax_BP,11
2547,rest_in_chair,0,2020-03-18 02:50:00+00:00,rest_in_chair,0,complete,327,relax_BP,11
2548,go_chair,0,2020-03-18 02:50:00+00:00,go_chair,0,complete,328,relax_BP,11
2549,rest_in_chair,0,2020-03-18 02:50:00+00:00,rest_in_chair,0,start,329,relax_BP,11
2550,rest_in_chair,0,2020-03-18 03:07:00+00:00,rest_in_chair,0,complete,330,relax_BP,11
2551,go_chair,0,2020-03-18 03:07:00+00:00,go_chair,0,complete,331,relax_BP,11
2552,rest_in_chair,0,2020-03-18 03:07:00+00:00,rest_in_chair,0,start,332,relax_BP,11
2553,rest_in_chair,0,2020-03-18 03:28:00+00:00,rest_in_chair,0,complete,333,relax_BP,11
2123,go_wc,0,2020-03-18 03:28:00+00:00,go_wc,0,complete,334,wc,9
2124,wc_do,0,2020-03-18 03:28:00+00:00,wc_do,0,start,335,wc,9
2125,wc_do,0,2020-03-18 03:32:00+00:00,wc_do,0,complete,337,wc,9
2126,wc_flush,0,2020-03-18 03:32:00+00:00,wc_flush,0,start,338,wc,9
2127,wc_flush,0,2020-03-18 03:32:00+00:00,wc_flush,0,complete,340,wc,9
2128,go_bathroom_sink,0,2020-03-18 03:32:00+00:00,go_bathroom_sink,0,complete,341,wc,9
2129,wash_hands,0,2020-03-18 03:32:00+00:00,wash_hands,0,start,342,wc,9
2130,wash_hands,0,2020-03-18 03:32:00+00:00,wash_hands,0,complete,343,wc,9
2554,go_chair,0,2020-03-18 03:32:00+00:00,go_chair,0,complete,344,relax_BP,11
2555,rest_in_chair,0,2020-03-18 03:32:00+00:00,rest_in_chair,0,start,345,relax_BP,11
2556,rest_in_chair,0,2020-03-18 03:56:00+00:00,rest_in_chair,0,complete,347,relax_BP,11
311,go_kitchen_shelf,0,2020-03-18 03:56:00+00:00,go_kitchen_shelf,0,complete,348,drink,1
312,go_kitchen_shelf,0,2020-03-18 03:57:00+00:00,go_kitchen_shelf,0,complete,349,drink,1
313,get_glass,0,2020-03-18 03:57:00+00:00,get_glass,0,start,350,drink,1
314,get_glass,0,2020-03-18 03:57:00+00:00,get_glass,0,complete,352,drink,1
315,go_kitchen_sink,0,2020-03-18 03:57:00+00:00,go_kitchen_sink,0,complete,353,drink,1
316,get_water,0,2020-03-18 03:57:00+00:00,get_water,0,start,354,drink,1
317,get_water,0,2020-03-18 03:57:00+00:00,get_water,0,complete,356,drink,1
318,drink_water,0,2020-03-18 03:57:00+00:00,drink_water,0,start,357,drink,1
319,drink_water,0,2020-03-18 03:58:00+00:00,drink_water,0,complete,359,drink,1
2557,go_chair,0,2020-03-18 03:58:00+00:00,go_chair,0,complete,360,relax_BP,11
2558,go_chair,0,2020-03-18 03:59:00+00:00,go_chair,0,complete,361,relax_BP,11
2559,rest_in_chair,0,2020-03-18 03:59:00+00:00,rest_in_chair,0,start,362,relax_BP,11
