,concept:name,org:resource,time:timestamp,Activity,Resource,lifecycle:transition,eventId,case:concept:name,case:traceId
28,get_water,0,2020-03-16 07:32:00+00:00,get_water,0,complete,1512,drink,118
29,drink_water,0,2020-03-16 07:32:00+00:00,drink_water,0,start,1513,drink,118
30,noise 10,0,2020-03-16 07:32:00+00:00,noise 10,0,complete,1514,drink,118
31,drink_water,0,2020-03-16 07:33:00+00:00,drink_water,0,complete,1515,drink,118
32,go_computer,0,2020-03-16 07:33:00+00:00,go_computer,0,complete,1516,use_computer,119
33,go_computer,0,2020-03-16 07:34:00+00:00,go_computer,0,complete,1517,use_computer,119
34,switch_computer_on,0,2020-03-16 07:34:00+00:00,switch_computer_on,0,start,1518,use_computer,119
35,noise 20,0,2020-03-16 07:34:00+00:00,noise 20,0,complete,1519,use_computer,119
36,switch_computer_on,0,2020-03-16 07:34:00+00:00,switch_computer_on,0,complete,1520,use_computer,119
37,go_computer_chair,0,2020-03-16 07:34:00+00:00,go_computer_chair,0,complete,1521,use_computer,119
38,use_the_computer,0,2020-03-16 07:34:00+00:00,use_the_computer,0,start,1522,use_computer,119
39,noise 5,0,2020-03-16 07:34:00+00:00,noise 5,0,complete,1523,use_computer,119
40,go_computer_chair,0,2020-03-16 18:40:00+00:00,go_computer_chair,0,complete,1558,use_computer,119
41,go_computer_chair,0,2020-03-16 18:41:00+00:00,go_computer_chair,0,complete,1559,use_computer,119
42,noise 5,0,2020-03-16 18:41:00+00:00,noise 5,0,complete,1560,use_computer,119
43,use_the_computer,0,2020-03-16 20:00:00+00:00,use_the_computer,0,complete,1561,use_computer,119
44,go_computer,0,2020-03-16 20:00:00+00:00,go_computer,0,complete,1562,use_computer,119
45,switch_computer_off,0,2020-03-16 20:00:00+00:00,switch_computer_off,0,start,1563,use_computer,119
46,noise 20,0,2020-03-16 20:00:00+00:00,noise 20,0,complete,1564,use_computer,119
47,switch_computer_off,0,2020-03-16 20:00:00+00:00,switch_computer_off,0,complete,1565,use_computer,119
48,go_wardrobe,0,2020-03-16 08:07:00+00:00,go_wardrobe,0,complete,1524,go_work,120
49,change_clothes,0,2020-03-16 08:07:00+00:00,change_clothes,0,start,1525,go_work,120
50,noise 20,0,2020-03-16 08:07:00+00:00,noise 20,0,complete,1526,go_work,120
51,change_clothes,0,2020-03-16 08:12:00+00:00,change_clothes,0,complete,1527,go_work,120
52,go_shoe_shelf,0,2020-03-16 08:12:00+00:00,go_shoe_shelf,0,complete,1528,go_work,120
53,dress_up_outdoor,0,2020-03-16 08:12:00+00:00,dress_up_outdoor,0,start,1529,go_work,120
54,noise 20,0,2020-03-16 08:12:00+00:00,noise 20,0,complete,1530,go_work,120
55,dress_up_outdoor,0,2020-03-16 08:17:00+00:00,dress_up_outdoor,0,complete,1531,go_work,120
56,go_workplace,0,2020-03-16 08:17:00+00:00,go_workplace,0,complete,1532,go_work,120
57,work,0,2020-03-16 08:17:00+00:00,work,0,start,1533,go_work,120
58,noise 20,0,2020-03-16 08:17:00+00:00,noise 20,0,complete,1534,go_work,120
59,work,0,2020-03-16 18:18:00+00:00,work,0,complete,1535,go_work,120
60,go_shoe_shelf,0,2020-03-16 18:18:00+00:00,go_shoe_shelf,0,complete,1536,go_work,120
61,dress_down_outdoor,0,2020-03-16 18:18:00+00:00,dress_down_outdoor,0,start,1537,go_work,120
62,noise 20,0,2020-03-16 18:18:00+00:00,noise 20,0,complete,1538,go_work,120
63,dress_down_outdoor,0,2020-03-16 18:24:00+00:00,dress_down_outdoor,0,complete,1539,go_work,120
64,go_wardrobe,0,2020-03-16 18:24:00+00:00,go_wardrobe,0,complete,1540,go_work,120
65,change_clothes,0,2020-03-16 18:24:00+00:00,change_clothes,0,start,1541,go_work,120
66,noise 20,0,2020-03-16 18:24:00+00:00,noise 20,0,complete,1542,go_work,120
67,change_clothes,0,2020-03-16 18:28:00+00:00,change_clothes,0,complete,1543,go_work,120
68,finish_walk,0,2020-03-16 18:28:00+00:00,finish_walk,0,start,1544,go_work,120
69,noise 10,0,2020-03-16 18:28:00+00:00,noise 10,0,complete,1545,go_work,120
70,finish_walk,0,2020-03-16 18:29:00+00:00,finish_walk,0,complete,1546,go_work,120
71,go_kitchen_shelf,0,2020-03-16 18:29:00+00:00,go_kitchen_shelf,0,complete,1547,drink,121
72,get_glass,0,2020-03-16 18:29:00+00:00,get_glass,0,start,1548,drink,121
73,noise 20,0,2020-03-16 18:29:00+00:00,noise 20,0,complete,1549,drink,121
74,get_glass,0,2020-03-16 18:29:00+00:00,get_glass,0,complete,1550,drink,121
75,go_kitchen_sink,0,2020-03-16 18:29:00+00:00,go_kitchen_sink,0,complete,1551,drink,121
76,get_water,0,2020-03-16 18:29:00+00:00,get_water,0,start,1552,drink,121
77,noise 20,0,2020-03-16 18:29:00+00:00,noise 20,0,complete,1553,drink,121
78,get_water,0,2020-03-16 18:29:00+00:00,get_water,0,complete,1554,drink,121
79,drink_water,0,2020-03-16 18:29:00+00:00,drink_water,0,start,1555,drink,121
80,noise 10,0,2020-03-16 18:29:00+00:00,noise 10,0,complete,1556,drink,121
81,drink_water,0,2020-03-16 18:40:00+00:00,drink_water,0,complete,1557,drink,121
82,go_entrace,0,2020-03-16 20:00:00+00:00,go_entrace,0,complete,1566,someone_at_entrace,122
83,interact_with_man,0,2020-03-16 20:00:00+00:00,interact_with_man,0,start,1567,someone_at_entrace,122
84,noise 20,0,2020-03-16 20:00:00+00:00,noise 20,0,complete,1568,someone_at_entrace,122
85,interact_with_man,0,2020-03-16 20:04:00+00:00,interact_with_man,0,complete,1569,someone_at_entrace,122
86,go_bathroom_sink,0,2020-03-16 20:04:00+00:00,go_bathroom_sink,0,complete,1570,eat_cold,123
87,wash_hands,0,2020-03-16 20:04:00+00:00,wash_hands,0,start,1571,eat_cold,123
88,wash_hands,0,2020-03-16 20:04:00+00:00,wash_hands,0,complete,1572,eat_cold,123
89,go_fridge,0,2020-03-16 20:04:00+00:00,go_fridge,0,complete,1573,eat_cold,123
90,get_food_from_fridge,0,2020-03-16 20:04:00+00:00,get_food_from_fridge,0,start,1574,eat_cold,123
91,noise 20,0,2020-03-16 20:04:00+00:00,noise 20,0,complete,1575,eat_cold,123
92,get_food_from_fridge,0,2020-03-16 20:05:00+00:00,get_food_from_fridge,0,complete,1576,eat_cold,123
93,go_kitchen_shelf,0,2020-03-16 20:05:00+00:00,go_kitchen_shelf,0,complete,1577,eat_cold,123
94,get_bread,0,2020-03-16 20:05:00+00:00,get_bread,0,start,1578,eat_cold,123
95,noise 20,0,2020-03-16 20:05:00+00:00,noise 20,0,complete,1579,eat_cold,123
96,get_bread,0,2020-03-16 20:06:00+00:00,get_bread,0,complete,1580,eat_cold,123
97,go_dining_table,0,2020-03-16 20:06:00+00:00,go_dining_table,0,complete,1581,eat_cold,123
98,eat_cold_meal,0,2020-03-16 20:06:00+00:00,eat_cold_meal,0,start,1582,eat_cold,123
99,noise 10,0,2020-03-16 20:06:00+00:00,noise 10,0,complete,1583,eat_cold,123
100,go_dining_table,0,2020-03-16 21:05:00+00:00,go_dining_table,0,complete,1595,eat_cold,123
101,noise 10,0,2020-03-16 21:05:00+00:00,noise 10,0,complete,1596,eat_cold,123
102,eat_cold_meal,0,2020-03-16 21:21:00+00:00,eat_cold_meal,0,complete,1597,eat_cold,123
103,go_kitchen_sink,0,2020-03-16 21:21:00+00:00,go_kitchen_sink,0,complete,1598,eat_cold,123
104,put_plate_to_sink,0,2020-03-16 21:21:00+00:00,put_plate_to_sink,0,start,1599,eat_cold,123
105,noise 20,0,2020-03-16 21:21:00+00:00,noise 20,0,complete,1600,eat_cold,123
106,put_plate_to_sink,0,2020-03-16 21:21:00+00:00,put_plate_to_sink,0,complete,1601,eat_cold,123
107,go_kitchen_shelf,0,2020-03-16 21:01:00+00:00,go_kitchen_shelf,0,complete,1584,drink,124
108,get_glass,0,2020-03-16 21:01:00+00:00,get_glass,0,start,1585,drink,124
109,noise 20,0,2020-03-16 21:01:00+00:00,noise 20,0,complete,1586,drink,124
110,get_glass,0,2020-03-16 21:01:00+00:00,get_glass,0,complete,1587,drink,124
111,go_kitchen_sink,0,2020-03-16 21:01:00+00:00,go_kitchen_sink,0,complete,1588,drink,124
112,get_water,0,2020-03-16 21:01:00+00:00,get_water,0,start,1589,drink,124
113,noise 20,0,2020-03-16 21:01:00+00:00,noise 20,0,complete,1590,drink,124
114,get_water,0,2020-03-16 21:01:00+00:00,get_water,0,complete,1591,drink,124
115,drink_water,0,2020-03-16 21:01:00+00:00,drink_water,0,start,1592,drink,124
116,noise 10,0,2020-03-16 21:01:00+00:00,noise 10,0,complete,1593,drink,124
117,drink_water,0,2020-03-16 21:05:00+00:00,drink_water,0,complete,1594,drink,124
118,go_tv,0,2020-03-16 21:21:00+00:00,go_tv,0,complete,1602,watch_tv,125
119,switch_tv_on,0,2020-03-16 21:21:00+00:00,switch_tv_on,0,start,1603,watch_tv,125
120,noise 20,0,2020-03-16 21:21:00+00:00,noise 20,0,complete,1604,watch_tv,125
121,switch_tv_on,0,2020-03-16 21:21:00+00:00,switch_tv_on,0,complete,1605,watch_tv,125
122,go_tv_chair,0,2020-03-16 21:21:00+00:00,go_tv_chair,0,complete,1606,watch_tv,125
123,go_tv_chair,0,2020-03-16 21:22:00+00:00,go_tv_chair,0,complete,1607,watch_tv,125
124,do_watch_tv,0,2020-03-16 21:22:00+00:00,do_watch_tv,0,start,1608,watch_tv,125
125,noise 5,0,2020-03-16 21:22:00+00:00,noise 5,0,complete,1609,watch_tv,125
126,go_tv_chair,0,2020-03-16 22:29:00+00:00,go_tv_chair,0,complete,1631,watch_tv,125
127,noise 5,0,2020-03-16 22:29:00+00:00,noise 5,0,complete,1632,watch_tv,125
128,do_watch_tv,0,2020-03-16 22:38:00+00:00,do_watch_tv,0,complete,1633,watch_tv,125
129,go_tv,0,2020-03-16 22:38:00+00:00,go_tv,0,complete,1634,watch_tv,125
130,switch_tv_off,0,2020-03-16 22:38:00+00:00,switch_tv_off,0,start,1635,watch_tv,125
131,noise 20,0,2020-03-16 22:38:00+00:00,noise 20,0,complete,1636,watch_tv,125
132,switch_tv_off,0,2020-03-16 22:38:00+00:00,switch_tv_off,0,complete,1637,watch_tv,125
133,go_kitchen_shelf,0,2020-03-16 22:22:00+00:00,go_kitchen_shelf,0,complete,1610,drink,126
134,get_glass,0,2020-03-16 22:22:00+00:00,get_glass,0,start,1611,drink,126
135,noise 20,0,2020-03-16 22:22:00+00:00,noise 20,0,complete,1612,drink,126
136,get_glass,0,2020-03-16 22:22:00+00:00,get_glass,0,complete,1613,drink,126
137,go_kitchen_sink,0,2020-03-16 22:22:00+00:00,go_kitchen_sink,0,complete,1614,drink,126
138,get_water,0,2020-03-16 22:22:00+00:00,get_water,0,start,1615,drink,126
139,noise 20,0,2020-03-16 22:22:00+00:00,noise 20,0,complete,1616,drink,126
140,get_water,0,2020-03-16 22:22:00+00:00,get_water,0,complete,1617,drink,126
141,drink_water,0,2020-03-16 22:22:00+00:00,drink_water,0,start,1618,drink,126
142,noise 10,0,2020-03-16 22:22:00+00:00,noise 10,0,complete,1619,drink,126
143,drink_water,0,2020-03-16 22:24:00+00:00,drink_water,0,complete,1620,drink,126
144,go_wc,0,2020-03-16 22:24:00+00:00,go_wc,0,complete,1621,wc,127
145,wc_do,0,2020-03-16 22:24:00+00:00,wc_do,0,start,1622,wc,127
146,noise 10,0,2020-03-16 22:24:00+00:00,noise 10,0,complete,1623,wc,127
147,wc_do,0,2020-03-16 22:28:00+00:00,wc_do,0,complete,1624,wc,127
148,wc_flush,0,2020-03-16 22:28:00+00:00,wc_flush,0,start,1625,wc,127
149,noise 20,0,2020-03-16 22:28:00+00:00,noise 20,0,complete,1626,wc,127
150,wc_flush,0,2020-03-16 22:29:00+00:00,wc_flush,0,complete,1627,wc,127
151,go_bathroom_sink,0,2020-03-16 22:29:00+00:00,go_bathroom_sink,0,complete,1628,wc,127
152,wash_hands,0,2020-03-16 22:29:00+00:00,wash_hands,0,start,1629,wc,127
153,wash_hands,0,2020-03-16 22:29:00+00:00,wash_hands,0,complete,1630,wc,127
154,go_computer,0,2020-03-16 22:38:00+00:00,go_computer,0,complete,1638,use_computer,128
155,go_computer,0,2020-03-16 22:39:00+00:00,go_computer,0,complete,1639,use_computer,128
156,switch_computer_on,0,2020-03-16 22:39:00+00:00,switch_computer_on,0,start,1640,use_computer,128
157,noise 20,0,2020-03-16 22:39:00+00:00,noise 20,0,complete,1641,use_computer,128
158,switch_computer_on,0,2020-03-16 22:39:00+00:00,switch_computer_on,0,complete,1642,use_computer,128
159,go_computer_chair,0,2020-03-16 22:39:00+00:00,go_computer_chair,0,complete,1643,use_computer,128
160,use_the_computer,0,2020-03-16 22:39:00+00:00,use_the_computer,0,start,1644,use_computer,128
161,noise 5,0,2020-03-16 22:39:00+00:00,noise 5,0,complete,1645,use_computer,128
162,go_computer_chair,0,2020-03-17 18:49:00+00:00,go_computer_chair,0,complete,1712,use_computer,128
163,go_computer_chair,0,2020-03-17 18:50:00+00:00,go_computer_chair,0,complete,1713,use_computer,128
164,noise 5,0,2020-03-17 18:50:00+00:00,noise 5,0,complete,1714,use_computer,128
165,use_the_computer,0,2020-03-17 19:52:00+00:00,use_the_computer,0,complete,1715,use_computer,128
166,go_computer,0,2020-03-17 19:52:00+00:00,go_computer,0,complete,1716,use_computer,128
167,switch_computer_off,0,2020-03-17 19:52:00+00:00,switch_computer_off,0,start,1717,use_computer,128
168,noise 20,0,2020-03-17 19:52:00+00:00,noise 20,0,complete,1718,use_computer,128
169,go_computer,0,2020-03-18 02:16:00+00:00,go_computer,0,complete,1808,use_computer,128
170,noise 20,0,2020-03-18 02:16:00+00:00,noise 20,0,complete,1809,use_computer,128
171,switch_computer_off,0,2020-03-18 02:16:00+00:00,switch_computer_off,0,complete,1810,use_computer,128
172,go_wardrobe,0,2020-03-16 23:34:00+00:00,go_wardrobe,0,complete,1646,prepared_sleep,129
173,get_clothes,0,2020-03-16 23:34:00+00:00,get_clothes,0,start,1647,prepared_sleep,129
174,noise 20,0,2020-03-16 23:34:00+00:00,noise 20,0,complete,1648,prepared_sleep,129
175,get_clothes,0,2020-03-16 23:35:00+00:00,get_clothes,0,complete,1649,prepared_sleep,129
176,go_bathtub,0,2020-03-16 23:35:00+00:00,go_bathtub,0,complete,1650,prepared_sleep,129
177,have_bath,0,2020-03-16 23:35:00+00:00,have_bath,0,start,1651,prepared_sleep,129
178,noise 40,0,2020-03-16 23:35:00+00:00,noise 40,0,complete,1652,prepared_sleep,129
179,have_bath,0,2020-03-17 00:02:00+00:00,have_bath,0,complete,1653,prepared_sleep,129
180,go_bathroom_sink,0,2020-03-17 00:02:00+00:00,go_bathroom_sink,0,complete,1654,prepared_sleep,129
181,brush_teeth,0,2020-03-17 00:02:00+00:00,brush_teeth,0,start,1655,prepared_sleep,129
182,noise 20,0,2020-03-17 00:02:00+00:00,noise 20,0,complete,1656,prepared_sleep,129
183,brush_teeth,0,2020-03-17 00:07:00+00:00,brush_teeth,0,complete,1657,prepared_sleep,129
184,go_bed,0,2020-03-17 00:07:00+00:00,go_bed,0,complete,1658,prepared_sleep,129
185,go_bed,0,2020-03-17 00:08:00+00:00,go_bed,0,complete,1659,prepared_sleep,129
186,sleep_in_bed,0,2020-03-17 00:08:00+00:00,sleep_in_bed,0,start,1660,prepared_sleep,129
187,noise 2,0,2020-03-17 00:08:00+00:00,noise 2,0,complete,1661,prepared_sleep,129
188,go_bed,0,2020-03-17 04:02:00+00:00,go_bed,0,complete,1673,prepared_sleep,129
189,noise 2,0,2020-03-17 04:02:00+00:00,noise 2,0,complete,1674,prepared_sleep,129
190,go_bed,0,2020-03-17 21:24:00+00:00,go_bed,0,complete,1750,prepared_sleep,129
191,go_bed,0,2020-03-17 21:25:00+00:00,go_bed,0,complete,1751,prepared_sleep,129
192,noise 2,0,2020-03-17 21:25:00+00:00,noise 2,0,complete,1752,prepared_sleep,129
193,go_bed,0,2020-03-18 00:51:00+00:00,go_bed,0,complete,1759,prepared_sleep,129
194,noise 2,0,2020-03-18 00:51:00+00:00,noise 2,0,complete,1760,prepared_sleep,129
195,sleep_in_bed,0,2020-03-18 00:52:00+00:00,sleep_in_bed,0,complete,1761,prepared_sleep,129
196,go_wardrobe,0,2020-03-18 00:52:00+00:00,go_wardrobe,0,complete,1762,prepared_sleep,129
197,change_clothes,0,2020-03-18 00:52:00+00:00,change_clothes,0,start,1763,prepared_sleep,129
198,noise 20,0,2020-03-18 00:52:00+00:00,noise 20,0,complete,1764,prepared_sleep,129
199,change_clothes,0,2020-03-18 00:56:00+00:00,change_clothes,0,complete,1765,prepared_sleep,129
200,go_wc,0,2020-03-17 03:53:00+00:00,go_wc,0,complete,1662,wc,130
201,wc_do,0,2020-03-17 03:53:00+00:00,wc_do,0,start,1663,wc,130
202,noise 10,0,2020-03-17 03:53:00+00:00,noise 10,0,complete,1664,wc,130
203,wc_do,0,2020-03-17 04:01:00+00:00,wc_do,0,complete,1665,wc,130
204,wc_flush,0,2020-03-17 04:01:00+00:00,wc_flush,0,start,1666,wc,130
205,noise 20,0,2020-03-17 04:01:00+00:00,noise 20,0,complete,1667,wc,130
206,wc_flush,0,2020-03-17 04:01:00+00:00,wc_flush,0,complete,1668,wc,130
207,go_bathroom_sink,0,2020-03-17 04:01:00+00:00,go_bathroom_sink,0,complete,1669,wc,130
208,go_bathroom_sink,0,2020-03-17 04:02:00+00:00,go_bathroom_sink,0,complete,1670,wc,130
209,wash_hands,0,2020-03-17 04:02:00+00:00,wash_hands,0,start,1671,wc,130
210,wash_hands,0,2020-03-17 04:02:00+00:00,wash_hands,0,complete,1672,wc,130
211,go_wardrobe,0,2020-03-17 08:16:00+00:00,go_wardrobe,0,complete,1675,go_work,131
212,change_clothes,0,2020-03-17 08:16:00+00:00,change_clothes,0,start,1676,go_work,131
213,noise 20,0,2020-03-17 08:16:00+00:00,noise 20,0,complete,1677,go_work,131
214,change_clothes,0,2020-03-17 08:20:00+00:00,change_clothes,0,complete,1678,go_work,131
215,go_shoe_shelf,0,2020-03-17 08:20:00+00:00,go_shoe_shelf,0,complete,1679,go_work,131
216,dress_up_outdoor,0,2020-03-17 08:20:00+00:00,dress_up_outdoor,0,start,1680,go_work,131
217,noise 20,0,2020-03-17 08:20:00+00:00,noise 20,0,complete,1681,go_work,131
218,dress_up_outdoor,0,2020-03-17 08:26:00+00:00,dress_up_outdoor,0,complete,1682,go_work,131
219,go_workplace,0,2020-03-17 08:26:00+00:00,go_workplace,0,complete,1683,go_work,131
220,work,0,2020-03-17 08:26:00+00:00,work,0,start,1684,go_work,131
221,noise 20,0,2020-03-17 08:26:00+00:00,noise 20,0,complete,1685,go_work,131
222,work,0,2020-03-17 18:26:00+00:00,work,0,complete,1686,go_work,131
223,go_shoe_shelf,0,2020-03-17 18:26:00+00:00,go_shoe_shelf,0,complete,1687,go_work,131
224,go_shoe_shelf,0,2020-03-17 18:27:00+00:00,go_shoe_shelf,0,complete,1688,go_work,131
225,dress_down_outdoor,0,2020-03-17 18:27:00+00:00,dress_down_outdoor,0,start,1689,go_work,131
226,noise 20,0,2020-03-17 18:27:00+00:00,noise 20,0,complete,1690,go_work,131
227,dress_down_outdoor,0,2020-03-17 18:32:00+00:00,dress_down_outdoor,0,complete,1691,go_work,131
228,go_wardrobe,0,2020-03-17 18:32:00+00:00,go_wardrobe,0,complete,1692,go_work,131
229,go_wardrobe,0,2020-03-17 18:33:00+00:00,go_wardrobe,0,complete,1693,go_work,131
230,change_clothes,0,2020-03-17 18:33:00+00:00,change_clothes,0,start,1694,go_work,131
231,noise 20,0,2020-03-17 18:33:00+00:00,noise 20,0,complete,1695,go_work,131
232,change_clothes,0,2020-03-17 18:36:00+00:00,change_clothes,0,complete,1696,go_work,131
233,finish_walk,0,2020-03-17 18:36:00+00:00,finish_walk,0,start,1697,go_work,131
234,noise 10,0,2020-03-17 18:36:00+00:00,noise 10,0,complete,1698,go_work,131
235,finish_walk,0,2020-03-17 18:36:00+00:00,finish_walk,0,complete,1699,go_work,131
236,go_kitchen_shelf,0,2020-03-17 18:36:00+00:00,go_kitchen_shelf,0,complete,1700,drink,132
237,go_kitchen_shelf,0,2020-03-17 18:37:00+00:00,go_kitchen_shelf,0,complete,1701,drink,132
238,get_glass,0,2020-03-17 18:37:00+00:00,get_glass,0,start,1702,drink,132
239,noise 20,0,2020-03-17 18:37:00+00:00,noise 20,0,complete,1703,drink,132
240,get_glass,0,2020-03-17 18:37:00+00:00,get_glass,0,complete,1704,drink,132
241,go_kitchen_sink,0,2020-03-17 18:37:00+00:00,go_kitchen_sink,0,complete,1705,drink,132
242,get_water,0,2020-03-17 18:37:00+00:00,get_water,0,start,1706,drink,132
243,noise 20,0,2020-03-17 18:37:00+00:00,noise 20,0,complete,1707,drink,132
244,get_water,0,2020-03-17 18:37:00+00:00,get_water,0,complete,1708,drink,132
245,drink_water,0,2020-03-17 18:37:00+00:00,drink_water,0,start,1709,drink,132
246,noise 10,0,2020-03-17 18:37:00+00:00,noise 10,0,complete,1710,drink,132
247,drink_water,0,2020-03-17 18:49:00+00:00,drink_water,0,complete,1711,drink,132
248,go_bathroom_sink,0,2020-03-17 19:53:00+00:00,go_bathroom_sink,0,complete,1719,eat_cold,133
249,wash_hands,0,2020-03-17 19:53:00+00:00,wash_hands,0,start,1720,eat_cold,133
250,wash_hands,0,2020-03-17 19:53:00+00:00,wash_hands,0,complete,1721,eat_cold,133
251,go_fridge,0,2020-03-17 19:53:00+00:00,go_fridge,0,complete,1722,eat_cold,133
252,get_food_from_fridge,0,2020-03-17 19:53:00+00:00,get_food_from_fridge,0,start,1723,eat_cold,133
253,noise 20,0,2020-03-17 19:53:00+00:00,noise 20,0,complete,1724,eat_cold,133
254,get_food_from_fridge,0,2020-03-17 19:54:00+00:00,get_food_from_fridge,0,complete,1725,eat_cold,133
255,go_kitchen_shelf,0,2020-03-17 19:54:00+00:00,go_kitchen_shelf,0,complete,1726,eat_cold,133
256,get_bread,0,2020-03-17 19:54:00+00:00,get_bread,0,start,1727,eat_cold,133
257,noise 20,0,2020-03-17 19:54:00+00:00,noise 20,0,complete,1728,eat_cold,133
258,get_bread,0,2020-03-17 19:55:00+00:00,get_bread,0,complete,1729,eat_cold,133
259,go_dining_table,0,2020-03-17 19:55:00+00:00,go_dining_table,0,complete,1730,eat_cold,133
260,eat_cold_meal,0,2020-03-17 19:55:00+00:00,eat_cold_meal,0,start,1731,eat_cold,133
261,noise 10,0,2020-03-17 19:55:00+00:00,noise 10,0,complete,1732,eat_cold,133
262,go_dining_table,0,2020-03-17 21:02:00+00:00,go_dining_table,0,complete,1744,eat_cold,133
263,noise 10,0,2020-03-17 21:02:00+00:00,noise 10,0,complete,1745,eat_cold,133
264,go_dining_table,0,2020-03-18 00:56:00+00:00,go_dining_table,0,complete,1766,eat_cold,133
265,noise 10,0,2020-03-18 00:56:00+00:00,noise 10,0,complete,1767,eat_cold,133
266,eat_cold_meal,0,2020-03-18 00:58:00+00:00,eat_cold_meal,0,complete,1768,eat_cold,133
267,go_kitchen_sink,0,2020-03-18 00:58:00+00:00,go_kitchen_sink,0,complete,1769,eat_cold,133
268,put_plate_to_sink,0,2020-03-18 00:58:00+00:00,put_plate_to_sink,0,start,1770,eat_cold,133
269,noise 20,0,2020-03-18 00:58:00+00:00,noise 20,0,complete,1771,eat_cold,133
270,put_plate_to_sink,0,2020-03-18 00:58:00+00:00,put_plate_to_sink,0,complete,1772,eat_cold,133
271,go_kitchen_shelf,0,2020-03-17 20:58:00+00:00,go_kitchen_shelf,0,complete,1733,drink,134
272,get_glass,0,2020-03-17 20:58:00+00:00,get_glass,0,start,1734,drink,134
273,noise 20,0,2020-03-17 20:58:00+00:00,noise 20,0,complete,1735,drink,134
274,get_glass,0,2020-03-17 20:58:00+00:00,get_glass,0,complete,1736,drink,134
275,go_kitchen_sink,0,2020-03-17 20:58:00+00:00,go_kitchen_sink,0,complete,1737,drink,134
276,get_water,0,2020-03-17 20:58:00+00:00,get_water,0,start,1738,drink,134
277,noise 20,0,2020-03-17 20:58:00+00:00,noise 20,0,complete,1739,drink,134
278,get_water,0,2020-03-17 20:58:00+00:00,get_water,0,complete,1740,drink,134
279,drink_water,0,2020-03-17 20:58:00+00:00,drink_water,0,start,1741,drink,134
280,noise 10,0,2020-03-17 20:58:00+00:00,noise 10,0,complete,1742,drink,134
281,drink_water,0,2020-03-17 21:02:00+00:00,drink_water,0,complete,1743,drink,134
282,go_entrace,0,2020-03-17 21:21:00+00:00,go_entrace,0,complete,1746,someone_at_entrace,135
283,interact_with_man,0,2020-03-17 21:21:00+00:00,interact_with_man,0,start,1747,someone_at_entrace,135
284,noise 20,0,2020-03-17 21:21:00+00:00,noise 20,0,complete,1748,someone_at_entrace,135
